Longueur d'onde (nm),Absorbance,Tension reference (Volt),Tension echantillon (Volt),pas de vis (mm)
410.0,0.0,98.39,98.39,14.90099937539038
408.99999999999994,-0.009318077224148449,96.83,98.93,14.932229856339788
408.0,0.007130565173979007,99.48,97.86,14.963460337289193
407.0,0.009647020149462096,100.6,98.39,14.9946908182386
406.0,-0.011992769295989148,97.86,100.6,15.025921299188006
405.0,-0.0023770485069631816,98.39,98.93,15.057151780137414
403.99999999999994,0.0023770485069631968,98.93,98.39,15.08838226108682
403.0,0.0,97.86,97.86,15.119612742036226
402.0,-0.00459527957065825,96.83,97.86,15.150843222985634
401.0,-0.0023457491465270065,97.86,98.39,15.182073703935039
400.0,-0.002453769274087288,100.6,101.17,15.213304184884446
