Longueur d'onde (nm),Tension blanc (Volt),Liste_pas_vis
385.38102639690163,-0.012600072572192738,0
387.45412126491715,-0.013368638650194328,0.06665
389.5272161329326,-0.014379909803058324,0.1333
391.60031100094807,-0.014064393203661369,0.19995000000000002
393.6734058689636,-0.016855501574379934,0.2666
395.74650073697904,-0.014210016249521968,0.33325
397.8195956049945,-0.013045031880719708,0.3999
399.89269047300996,-0.012761875957225017,0.46654999999999996
401.9657853410255,-0.012195564109554986,0.5332
404.03888020904094,-0.012689064433993346,0.59985
406.1119750770564,-0.012656703757023113,0.6665
408.18506994507186,-0.013716515927080153,0.73315
410.2581648130874,-0.014307098280144741,0.7998
412.33125968110284,-0.013352458311722612,0.8664499999999999
414.4043545491183,-0.013417179665592744,0.9330999999999999
416.4774494171338,-0.014056303034463993,0.9997499999999999
418.5505442851493,-0.014695426402181128,1.0664
420.62363915316473,-0.01440418031072071,1.1330500000000001
422.6967340211802,-0.015528713829616712,1.1997000000000002
424.7698288891957,-0.015213197231118563,1.2663500000000003
426.84292375721117,-0.01493004130914286,1.3330000000000004
428.9160186252266,-0.014452721325941808,1.3996500000000005
430.9891134932421,-0.014687336233080672,1.4663000000000006
433.0622083612576,-0.015010943001140215,1.5329500000000007
435.13530322927306,-0.01640245210107013,1.5996000000000008
437.2083980972885,-0.016078845334101807,1.666250000000001
439.28149296530404,-0.015714787720936516,1.732900000000001
441.3545878333195,-0.01680696055935237,1.799550000000001
443.42768270133496,-0.016151656856578153,1.8662000000000012
445.5007775693504,-0.016717968698514593,1.9328500000000013
447.57387243736594,-0.0180690269467501,1.9995000000000014
449.6469673053814,-0.02024528243853704,2.0661500000000013
451.72006217339685,-0.02402339138645664,2.1328000000000014
453.79315704141237,-0.02293930873676239,2.1994500000000015
455.86625190942783,-0.022688513496597167,2.2661000000000016
457.9393467774433,-0.020520348187378877,2.3327500000000017
460.01244164545875,-0.019589978741581106,2.3994000000000018
462.08553651347427,-0.01905602758005488,2.466050000000002
464.1586313814897,-0.01971133127794246,2.532700000000002
466.2317262495052,-0.019266371977159726,2.599350000000002
468.30482111752065,-0.019832683814539127,2.666000000000002
470.37791598553616,-0.021515438983859287,2.7326500000000022
472.4510108535516,-0.020730692583625327,2.7993000000000023
474.5241057215671,-0.020649790892857824,2.8659500000000024
476.5972005895826,-0.021936127775065806,2.9326000000000025
478.67029545759806,-0.020941036979739373,2.9992500000000026
480.7433903256135,-0.01965470009420283,3.0659000000000027
482.816485193629,-0.01949289671210149,3.132550000000003
484.8895800616445,-0.018311732020726775,3.199200000000003
486.96267492965995,-0.018481625572463207,3.265850000000003
489.0357697976754,-0.023311456512360895,3.332500000000003
491.10886466569093,-0.01842499438860088,3.3991500000000032
493.1819595337064,-0.017365182231225327,3.4658000000000033
495.25505440172185,-0.01678269005190352,3.5324500000000034
497.3281492697373,-0.015747148397632645,3.5991000000000035
499.4012441377528,-0.01511611520078319,3.6657500000000036
501.4743390057683,-0.014946221647611151,3.7324000000000037
503.54743387378375,-0.014808688771115113,3.799050000000004
505.6205287417992,-0.015310279261480639,3.865700000000004
507.6936236098147,-0.015601525352319828,3.932350000000004
509.7667184778302,-0.01706584597251856,3.999000000000004
511.83981334584564,-0.025706146537834634,4.065650000000004
513.9129082138611,-0.02142644712418918,4.132300000000004
515.9860030818766,-0.025123654370761795,4.198950000000004
518.059097949892,-0.019929765843697204,4.2656000000000045
520.1321928179075,-0.024338907977876138,4.332250000000005
522.205287685923,-0.017300460878002865,4.398900000000005
524.2783825539385,-0.017591706967399184,4.465550000000005
526.351477421954,-0.01715483783326312,4.532200000000005
528.4245722899694,-0.01607884533406847,4.598850000000005
530.497667157985,-0.015795689412770292,4.665500000000005
532.5707620260005,-0.01599794364231139,4.732150000000005
534.6438568940159,-0.015641976198256746,4.798800000000005
536.7169517620314,-0.016232558548461937,4.865450000000005
538.7900466300468,-0.016281099563476172,4.9321000000000055
540.8631414980623,-0.01609502567243989,4.998750000000006
542.9362363660778,-0.015819959920302412,5.065400000000006
545.0093312340932,-0.017284280539711393,5.132050000000006
547.0824261021087,-0.016564255484401002,5.198700000000006
549.1555209701241,-0.015747148397656015,5.265350000000006
551.2286158381397,-0.016734149036912588,5.332000000000006
553.3017107061552,-0.019436265528408346,5.398650000000006
555.3748055741708,-0.026531343772975703,5.465300000000006
557.4479004421862,-0.019242101469780663,5.531950000000006
559.5209953102017,-0.01966279026338002,5.5986000000000065
561.5940901782172,-0.017260010032265852,5.665250000000007
563.6671850462327,-0.018319822189870806,5.731900000000007
565.7402799142483,-0.016022214149843512,5.798550000000007
567.8133747822637,-0.02191994743689379,5.865200000000007
569.8864696502792,-0.017478444599269012,5.931850000000007
571.9595645182947,-0.01529409892308918,5.998500000000007
574.0326593863102,-0.01468733623307399,6.065150000000007
576.1057542543257,-0.01278614646493092,6.131800000000007
578.1788491223413,-0.012834687480423148,6.198450000000007
580.2519439903567,-0.012559621725998393,6.265100000000007
582.3250388583722,-0.01204185089365288,6.3317500000000075
584.3981337263878,-0.011993309878036486,6.398400000000008
586.4712285944032,-0.011960949201015942,6.465050000000008
588.5443234624188,-0.01198521970879897,6.531700000000008
590.6174183304342,-0.012219834617358143,6.598350000000008
592.6905131984497,-0.012875138326610821,6.665000000000008
594.7636080664653,-0.012333096986931727,6.731650000000008
596.8367029344807,-0.012834687480419799,6.798300000000008
598.9097978024963,-0.012656703756999644,6.864950000000008
600.9828926705118,-0.012778056295703435,6.931600000000008
603.0559875385272,-0.011855777000602698,6.9982500000000085
