Longueur d'onde (nm),Absorbance,Absorbance pics,Longueur d'onde pics (nm)
800.0,0.0300575745857493,7,790.746500776675
798.678071539525,0.0380355230291598,67,711.430793148175
797.35614307905,0.0243407239436433,132,625.5054432173
796.034214618575,0.0084587536626015,202,532.97045098405
794.7122861581,0.0105673261772042,293,412.67496108082497
793.390357697625,0.0213520160345815,396,276.5163296518999
792.06842923715,0.0464824867006459,,
790.746500776675,0.0740248591318997,,
789.4245723162,0.054768003663626,,
788.102643855725,0.0607451023944992,,
786.78071539525,0.040274206192659,,
785.458786934775,0.047465011676729,,
784.1368584743,0.0353184784708882,,
782.814930013825,0.0534301879411766,,
781.49300155335,0.0735821739196997,,
780.171073092875,0.0663390764159721,,
778.8491446324,0.0355250566507495,,
777.527216171925,0.070702604642522,,
776.20528771145,0.0626773383101176,,
774.883359250975,0.0374974856425989,,
773.5614307905,0.0759186532096135,,
772.239502330025,0.0507461889075891,,
770.91757386955,0.0866312544254762,,
769.595645409075,0.075502652727919,,
768.2737169486,0.0375736791218679,,
766.951788488125,0.0728394461660672,,
765.62986002765,0.061101704313775,,
764.307931567175,0.0752050171475725,,
762.9860031067,0.0603340595540057,,
761.664074646225,0.0441152310345413,,
760.34214618575,0.0465197431482579,,
759.020217725275,0.038842826741494,,
757.6982892648,0.0988623869897508,,
756.376360804325,0.0634435239126498,,
755.05443234385,0.0625850116138051,,
753.732503883375,0.054996652134892,,
752.4105754229,0.063507365869851,,
751.088646962425,0.0537671566208307,,
749.76671850195,0.0611373831802629,,
748.444790041475,0.0444735508833297,,
747.122861581,0.036721865567881,,
745.800933120525,0.0345799627652489,,
744.47900466005,0.0431202561219352,,
743.157076199575,0.0524411259928196,,
741.8351477391,0.0495046811388832,,
740.513219278625,0.0673387829803313,,
739.19129081815,0.0255933265446778,,
737.869362357675,0.0370405314261812,,
736.5474338972,0.045358201762477,,
735.225505436725,0.0735724983680781,,
733.90357697625,0.0710890356924212,,
732.581648515775,0.0555380783797733,,
731.2597200553,0.0912875044317464,,
729.9377915948251,0.0836613468606949,,
728.61586313435,0.0430479589342194,,
727.293934673875,0.0804995325617138,,
725.9720062133999,0.0365685551125829,,
724.650077752925,0.0730396943154945,,
723.32814929245,0.0891902264805141,,
722.006220831975,0.0473925777270485,,
720.6842923715,0.069367637889071,,
719.362363911025,0.0631749328735006,,
718.04043545055,0.0603441218552641,,
716.718506990075,0.066259441689118,,
715.3965785296,0.0340337329989397,,
714.074650069125,0.0572758822120372,,
712.75272160865,0.0390278611796166,,
711.430793148175,0.1060075109889701,,
710.1088646877,0.0806925543892855,,
708.7869362272249,0.0778039697140756,,
707.46500776675,0.0662808515721374,,
706.143079306275,0.0532862985987009,,
704.8211508458,0.0671811983849819,,
703.499222385325,0.0309517451877293,,
702.17729392485,0.0356675208434253,,
700.8553654643749,0.0502927333635961,,
699.5334370039,0.0478237330346615,,
698.211508543425,0.046997910479685,,
696.88958008295,0.0842030136513339,,
695.567651622475,0.051386057589074,,
694.245723162,0.054902281673677,,
692.923794701525,0.0145928614785343,,
691.60186624105,0.0477579377162897,,
690.279937780575,0.0323357636892092,,
688.9580093201,0.0622943363089981,,
687.636080859625,0.0386566812560198,,
686.31415239915,0.0429053074948118,,
684.992223938675,0.0496314796857028,,
683.6702954781999,0.0315533035336899,,
682.348367017725,0.0091366808784308,,
681.02643855725,0.0342175020283912,,
679.704510096775,0.0681709083962399,,
678.3825816363,0.0457958311436126,,
677.060653175825,0.0497433293017954,,
675.73872471535,0.0343182207219261,,
674.416796254875,0.0597264652760994,,
673.0948677944,0.039825113863749,,
671.772939333925,0.0514690403996204,,
670.4510108734501,0.0382986712506953,,
669.129082412975,-0.0144085687226138,,
667.8071539525,0.0268085435599367,,
666.4852254920249,0.0203037246336335,,
665.16329703155,0.0148148023457427,,
663.841368571075,0.011974231250587,,
662.5194401106,0.0249965313515955,,
661.197511650125,0.0433397003596624,,
659.87558318965,0.0115116780169878,,
658.5536547291749,0.0193551957421772,,
657.2317262687,-0.0018307520515221,,
655.909797808225,-0.0111194737816384,,
654.58786934775,0.0245670243340348,,
653.265940887275,0.0268428577237027,,
651.9440124268,0.0360982926247614,,
650.622083966325,0.0355962229837972,,
649.30015550585,0.0227517471434068,,
647.978227045375,0.0124661085388591,,
646.6562985849,0.0533961289759694,,
645.334370124425,-0.0032817259013817,,
644.01244166395,0.0130774665942692,,
642.690513203475,0.0436782268256839,,
641.3685847429999,0.0216631492373885,,
640.046656282525,0.0501008912753286,,
638.72472782205,0.0557291641021373,,
637.402799361575,0.0352619819624302,,
636.0808709011,0.0090533950273507,,
634.758942440625,-0.0038385942704849,,
633.43701398015,0.0556607176741409,,
632.115085519675,0.0275134864187329,,
630.7931570592,0.0009385202574473,,
629.471228598725,-0.0414045843556683,,
628.14930013825,-0.0190459247300377,,
626.827371677775,0.0432953664761652,,
625.5054432173,0.0543099032009995,,
624.1835147568249,0.0157640445173117,,
622.86158629635,0.0030622167097803,,
621.539657835875,0.0266516361381389,,
620.2177293754,-0.031966735664543,,
618.895800914925,-0.009084156675167,,
617.57387245445,-0.0141010129082522,,
616.2519439939749,0.0025346117865851,,
614.9300155335,-0.0015911789941296,,
613.608087073025,0.03293047155854,,
612.28615861255,-0.0069556380724937,,
610.964230152075,-0.0215313710874727,,
609.6423016916,-0.0057481302459134,,
608.320373231125,-0.0074125612470446,,
606.9984447706499,0.0104427269519287,,
605.676516310175,0.0051057800888714,,
604.3545878497,-0.0175937574084951,,
603.032659389225,0.0132207666902039,,
601.71073092875,-0.0289614961097675,,
600.388802468275,-0.0243315429385263,,
599.0668740077999,0.035426216799506,,
597.744945547325,-0.0156263092168529,,
596.42301708685,0.0195775708167592,,
595.101088626375,-0.02063893099709,,
593.7791601659,0.0044101703442873,,
592.457231705425,0.0268025280498324,,
591.1353032449499,-0.0274012887697404,,
589.813374784475,0.0282971326653084,,
588.491446324,0.033699448723765,,
587.169517863525,-0.0063407499370798,,
585.8475894030499,0.0100674709976583,,
584.525660942575,-0.068473416082067,,
583.2037324821,-0.0349303115252853,,
581.8818040216249,0.0132878902815091,,
580.55987556115,-0.0514880773892093,,
579.237947100675,-0.0410673107720104,,
577.9160186402,-0.0014454330659133,,
576.594090179725,0.0127462802965483,,
575.27216171925,-0.0261545319848597,,
573.9502332587749,-0.00231384049268,,
572.6283047983,-0.0046382434954344,,
571.306376337825,0.002726301470004,,
569.98444787735,0.0006089621988139,,
568.6625194168749,0.0070880491160288,,
567.3405909564,-0.0170077088882543,,
566.018662495925,-0.0041148997114386,,
564.6967340354499,0.0330156284394615,,
563.374805574975,-0.0028731380294017,,
562.0528771145,-0.0211987996198176,,
560.730948654025,-0.0107923542973409,,
559.40902019355,0.0039330243939641,,
558.087091733075,0.0065794093823806,,
556.7651632725999,-0.0337521582911236,,
555.443234812125,0.014690807405868,,
554.12130635165,0.0059757034888677,,
552.799377891175,0.0293948652096702,,
551.4774494307001,-0.0218515701744262,,
550.155520970225,0.0201589580376303,,
548.8335925097499,-0.0130689138297456,,
547.5116640492749,-0.0020993778497583,,
546.1897355888,0.0254599209174327,,
544.867807128325,0.0060242790072008,,
543.54587866785,-0.0220463962090084,,
542.223950207375,0.0414365730919225,,
540.9020217469,0.0236658443432376,,
539.5800932864249,0.0197458267864186,,
538.25816482595,-0.0433064636788723,,
536.936236365475,0.0097750613949775,,
535.614307905,-0.0101353852550454,,
534.2923794445251,-0.0153327829582807,,
532.97045098405,0.0550837104061118,,
