Longueur d'onde (nm),Tension référence (Volt),Tension échantillon (Volt),pas de vis (mm)
737.79160186,-2.46880232172606,2.059363669082722,2.0
768.89580093,-2.5404816914101738,-0.10772358412773193,1.0
