Longueur d'onde (nm),Tension photodiode 1 (Volt),Tension photodiode 2 (Volt),pas de vis (mm)
800.0,-1.0782527345746509,-1.0084615705290687,0.0425
798.678071539525,-1.3279153382809856,-1.150848499903592,0.085
797.35614307905,-1.6886293298590394,-1.4687382836275116,0.1275
796.034214618575,-2.4080636580323262,-2.095673769073281,0.17
794.7122861581,-1.7300510662027122,-1.5362103501457254,0.21250000000000002
793.390357697625,-1.1005276608460717,-0.9414750052082782,0.255
792.06842923715,-0.927020577326326,-0.7728220557536843,0.2975
790.746500776675,-0.7959599228262357,-0.7106356684821323,0.34
789.4245723162,-0.7542146803686721,-0.6564315766976054,0.3825
788.102643855725,-0.7301059944078635,-0.6501212496105804,0.425
786.78071539525,-0.7363623870809004,-0.632430760063953,0.4675
785.458786934775,-0.7206674707668284,-0.6067040420218907,0.51
784.1368584743,-0.6932148510099184,-0.5916024045651053,0.5525
782.814930013825,-0.6564855111696769,-0.5821638812090502,0.595
781.49300155335,-0.6512538724214242,-0.5547651959641492,0.6375000000000001
780.171073092875,-0.6448356765304983,-0.559673228190463,0.68
778.8491446324,-0.6551371506293484,-0.5646351948276297,0.7225
777.527216171925,-0.6331319075106588,-0.52493946153997,0.765
776.20528771145,-0.6286553506889064,-0.55136732753704,0.8075
774.883359250975,-0.6220753515521312,-0.5334071656294529,0.8500000000000001
773.5614307905,-0.6422468243767869,-0.5082737255590138,0.8925000000000001
772.239502330025,-0.6275227279023409,-0.535510607990589,0.935
770.91757386955,-0.6066501075939595,-0.534054378711052,0.9775
769.595645409075,-0.6167358440131926,-0.5265574942503609,1.02
768.2737169486,-0.639927644345693,-0.5040668406398742,1.0625
766.951788488125,-0.6154953523896399,-0.47974241679427565,1.105
765.62986002765,-0.6551910850235134,-0.5194920851604744,1.1475
764.307931567175,-0.6150638770255464,-0.5029881524282911,1.1900000000000002
762.9860031067,-0.593382240378256,-0.5521763438540984,1.2325000000000002
761.664074646225,-0.641491742529496,-0.5485088032640961,1.2750000000000001
760.34214618575,-0.6604227238220276,-0.5331374935109842,1.3175000000000001
759.020217725275,-0.69186649046378,-0.5550888023446351,1.36
757.6982892648,-0.7037320628602325,-0.6167358440353804,1.4025
756.376360804325,-0.7498999266319785,-0.6440266602199778,1.445
755.05443234385,-0.7250361587040208,-0.6153874835509577,1.4875
753.732503883375,-0.8032950050237705,-0.6722343616880874,1.53
752.4105754229,-0.881284183148559,-0.7034084561915724,1.5725
751.088646962425,-1.0222148523032288,-0.8727086086163484,1.615
749.76671850195,-1.099718643023317,-0.9288543479593739,1.6575000000000002
748.444790041475,-0.9508056612071366,-0.756533860463645,1.7000000000000002
747.122861581,-0.8821471335635945,-0.7042174730100442,1.7425000000000002
745.800933120525,-0.9597048423693432,-0.801784840598212,1.7850000000000001
744.47900466005,-1.1270094729809044,-0.9494573005484939,1.8275000000000001
743.157076199575,-1.188602616034041,-1.0032299305386232,1.87
741.8351477391,-1.132079312743598,-0.9571699243199113,1.9125
740.513219278625,-1.3702539078987712,-1.1338591492301542,1.955
739.19129081815,-1.7753021628146008,-1.4858355201878768,1.9975
737.869362357675,-1.2798597242788323,-1.071349126021082,2.04
736.5474338972,-0.8998376254680315,-0.7665656628256895,2.0825
735.225505436725,-0.8316645111182578,-0.6463997746815991,2.125
733.90357697625,-0.8096053318033795,-0.6445120700351884,2.1675
732.581648515775,-0.7548079591514218,-0.6355589563891341,2.21
731.2597200553,-0.7653791056730657,-0.6116660085767248,2.2525
729.9377915948251,-0.754376484068959,-0.6074591238807966,2.295
728.61586313435,-0.7096648489485412,-0.6664633786878903,2.3375000000000004
727.293934673875,-0.7729299250765749,-0.6118817462935914,2.3800000000000003
725.9720062133999,-0.7576664836121179,-0.6198101059300581,2.4225000000000003
724.650077752925,-0.7144650123567148,-0.6725040336763931,2.4650000000000003
723.32814929245,-0.7790245144360397,-0.6689982964242617,2.5075000000000003
722.006220831975,-0.787761890705152,-0.6631194447271689,2.5500000000000003
720.6842923715,-0.745531238841187,-0.6507145282495624,2.5925000000000002
719.362363911025,-0.802000578189061,-0.6180302700964717,2.6350000000000002
718.04043545055,-0.8052905783763843,-0.667973542577545,2.6775
716.718506990075,-0.7978476283745782,-0.6597215763263956,2.72
715.3965785296,-0.8275115606987465,-0.6553528883121237,2.7625
714.074650069125,-0.8263250038057062,-0.6739602630135303,2.805
712.75272160865,-0.8215248396706635,-0.6704005913477488,2.8475
711.430793148175,-0.8524831989341802,-0.6949946868318517,2.89
710.1088646877,-0.7536753361315857,-0.720937142764444,2.9325
708.7869362272249,-0.8528607410333731,-0.7214764871515079,2.975
707.46500776675,-0.8491392647720185,-0.7705568100268981,3.0175
706.143079306275,-0.8622992650688407,-0.7417018948006993,3.06
704.8211508458,-0.7923463174965762,-0.7001184566908846,3.1025
703.499222385325,-0.8255699218296271,-0.7030848499434358,3.145
702.17729392485,-0.8169404143407427,-0.701628620662836,3.1875
700.8553654643749,-0.8297228727450873,-0.7112828818133331,3.2300000000000004
699.5334370039,-0.8652656578927967,-0.7688309085220312,3.2725000000000004
698.211508543425,-0.8271340210381751,-0.7383040265317491,3.3150000000000004
696.88958008295,-0.8877023797046087,-0.7425648460508602,3.3575000000000004
695.567651622475,-0.8763761507678686,-0.7653791060241358,3.4000000000000004
694.245723162,-0.8443391013997509,-0.7637610730951244,3.4425000000000003
692.923794701525,-0.8949295932944755,-0.7905125461503196,3.4850000000000003
691.60186624105,-0.8985432001452045,-0.7416479602429265,3.5275000000000003
690.279937780575,-0.9021028718923176,-0.736470256119246,3.5700000000000003
688.9580093201,-0.9318207423687741,-0.8005443489388474,3.6125000000000003
687.636080859625,-0.9893148462449016,-0.7625205812698267,3.6550000000000002
686.31415239915,-0.9463291040177383,-0.8528068061192405,3.6975000000000002
684.992223938675,-1.0203271482996839,-0.8233046755077643,3.74
683.6702954781999,-1.0196799341176441,-0.9008623800622564,3.7825
682.348367017725,-1.1256071771852527,-0.9847843536116462,3.825
681.02643855725,-1.0478337109781626,-0.90701090442699,3.8675
679.704510096775,-1.043572889607084,-0.9207641835403225,3.91
678.3825816363,-1.051393382920682,-0.8341454947846123,3.9525
677.060653175825,-0.9848922243015222,-0.8657510687708183,3.995
675.73872471535,-1.038125511406726,-0.9089525437140674,4.0375000000000005
674.416796254875,-1.0459999397167492,-0.8741109041026313,4.080000000000001
673.0948677944,-1.0461617431317423,-0.9452504149364697,4.1225000000000005
671.772939333925,-1.086288967063149,-0.8899136929066507,4.165000000000001
670.4510108734501,-1.1106673366033006,-0.8969791015736592,4.2075000000000005
669.129082412975,-1.1325647212161067,-0.9830045188091784,4.250000000000001
667.8071539525,-1.0788460143494414,-0.9899081263156028,4.2925
666.4852254920249,-1.0710255206882877,-0.9653140253722263,4.335000000000001
665.16329703155,-1.1649793254871548,-0.9755615673750307,4.3775
663.841368571075,-1.103278318154145,-1.0154730474880354,4.420000000000001
662.5194401106,-1.1400076812491717,-0.9742671405129292,4.4625
661.197511650125,-1.1436752249336326,-1.0190327202608824,4.505000000000001
659.87558318965,-1.156781291257439,-1.0346737075221901,4.5475
658.5536547291749,-1.2341772343295234,-1.0104032125931444,4.590000000000001
657.2317262687,-1.1978793516381836,-1.0713491296571538,4.632500000000001
655.909797808225,-1.2472293770149467,-1.1359625923531598,4.675000000000001
654.58786934775,-1.2847138405274974,-1.1333198085719092,4.717500000000001
653.265940887275,-1.33827076171562,-1.1832091743094502,4.760000000000001
651.9440124268,-1.290808421680109,-1.2210172306794977,4.802500000000001
650.622083966325,-1.3825509745940499,-1.2359031410929298,4.845000000000001
649.30015550585,-1.4600548288540345,-1.2638951250174573,4.887500000000001
647.978227045375,-1.442256444941891,-1.1607185042451185,4.930000000000001
646.6562985849,-1.4101114908789143,-1.2735493924608974,4.972500000000001
645.334370124425,-1.450292684630704,-1.2095291865836284,5.015000000000001
644.01244166395,-1.3364909279075832,-1.216163128211932,5.057500000000001
642.690513203475,-1.3381089711720946,-1.207263945899191,5.1000000000000005
641.3685847429999,-1.4305526610746018,-1.2431303536387226,5.142500000000001
640.046656282525,-1.3116271286282608,-1.18347884302103,5.1850000000000005
638.72472782205,-1.563501215549642,-1.2306175599180624,5.227500000000001
637.402799361575,-1.5283898516153993,-1.3185307496067162,5.2700000000000005
636.0808709011,-1.7049715212768108,-1.4527197511903394,5.312500000000001
634.758942440625,-1.7334489432750668,-1.4697091040621888,5.355
633.43701398015,-1.6185683702077356,-1.369822443151107,5.397500000000001
632.115085519675,-1.5397160995899641,-1.3550443885647603,5.44
630.7931570592,-1.4950583313455388,-1.3797463786766153,5.482500000000001
629.471228598725,-1.6693207724167818,-1.5277965659137733,5.525000000000001
628.14930013825,-1.6768176650449782,-1.5969945586761494,5.567500000000001
626.827371677775,-1.825677057879105,-1.6648442004226691,5.610000000000001
625.5054432173,-1.869310150108415,-1.6621474904535292,5.652500000000001
624.1835147568249,-1.9322518608766799,-1.6352341444425675,5.695000000000001
622.86158629635,-1.9464906310874632,-1.8512421220290467,5.737500000000001
621.539657835875,-2.1723149796150643,-2.033648962688227,5.780000000000001
620.2177293754,-2.7016311975226714,-2.1657349125544436,5.822500000000001
618.895800914925,-2.8137078384895666,-2.4226800729477147,5.865000000000001
617.57387245445,-2.5041217383260435,-2.245018979967471,5.907500000000001
616.2519439939749,-2.1564582445138902,-1.9216806969488427,5.950000000000001
614.9300155335,-2.2377377347931233,-1.8353853045903996,5.992500000000001
613.608087073025,-2.220694366935349,-1.8196364092974033,6.035000000000001
612.28615861255,-2.0356445642184173,-1.9721634451259906,6.077500000000001
610.964230152075,-2.189843767431207,-1.8682854123413861,6.120000000000001
609.6423016916,-2.1238277076006202,-1.9539335648296665,6.1625000000000005
608.320373231125,-2.2825035576057426,-1.9388318475204258,6.205000000000001
606.9984447706499,-2.2768944092952617,-2.0163359538176846,6.2475000000000005
605.676516310175,-2.401969038983438,-2.0054950667701346,6.290000000000001
604.3545878497,-2.4716528156226487,-2.0701087634774153,6.3325000000000005
603.032659389225,-2.5547124333377385,-2.3312605983864336,6.375000000000001
601.71073092875,-3.0009701244718663,-2.531196880338467,6.417500000000001
600.388802468275,-3.0038826736937594,-2.4846512092412825,6.460000000000001
599.0668740077999,-2.699689411734267,-2.5431164751749713,6.502500000000001
597.744945547325,-2.7443475106068558,-2.143190215850742,6.545000000000001
596.42301708685,-2.6984488726944966,-2.4194978590569964,6.587500000000001
595.101088626375,-2.646078186133384,-2.4260239469289417,6.630000000000001
593.7791601659,-2.6426262902679603,-2.4930110265499117,6.672500000000001
592.457231705425,-2.775360141403137,-2.4577377306792134,6.715000000000001
591.1353032449499,-2.9186653099130027,-2.7240140217003534,6.757500000000001
589.813374784475,-3.1443296506017178,-2.832477166149989,6.800000000000001
588.491446324,-2.87104077330838,-2.6205669407876537,6.842500000000001
587.169517863525,-2.985221170884223,-2.612692419654325,6.885000000000001
585.8475894030499,-3.173940017629125,-2.557085563064481,6.927500000000001
584.525660942575,-3.135053162527443,-2.761498847763441,6.970000000000001
583.2037324821,-3.3441058647897157,-2.9162383308085196,7.012500000000001
581.8818040216249,-3.7428502082948403,-3.382831413419155,7.055000000000001
580.55987556115,-3.840257759014845,-3.377383849140338,7.097500000000001
579.237947100675,-3.3232866102348795,-3.139583402903718,7.140000000000001
577.9160186402,-3.1222702438300747,-2.92152383020825,7.182500000000001
576.594090179725,-2.7427294086439886,-2.685612320723339,7.2250000000000005
575.27216171925,-2.479365482040276,-2.5022878013729746,7.267500000000001
573.9502332587749,-2.5265044925261066,-2.272741409474484,7.310000000000001
572.6283047983,-2.405690646249996,-2.1661663894769347,7.352500000000001
571.306376337825,-2.2369826804235937,-2.0896870312420597,7.395000000000001
569.98444787735,-2.0472404713963273,-1.6764940567187148,7.437500000000001
568.6625194168749,-1.8819308852884042,-1.696395913692277,7.480000000000001
567.3405909564,-1.7856036793230425,-1.7415391597557262,7.522500000000001
566.018662495925,-1.8721147773610605,-1.686903460557489,7.565000000000001
564.6967340354499,-1.8089034299423454,-1.7241722004006756,7.607500000000001
563.374805574975,-1.7648928251606637,-1.6891686889308557,7.650000000000001
562.0528771145,-1.9270201670671978,-1.7313994389463254,7.692500000000001
560.730948654025,-1.9180670604180958,-1.6335621663185267,7.735000000000001
559.40902019355,-1.9983757128326776,-1.8449856787093089,7.777500000000001
558.087091733075,-2.1945900118848183,-1.9898000817113533,7.820000000000001
556.7651632725999,-2.374678068925251,-2.023185599454354,7.862500000000001
555.443234812125,-2.385303225714916,-2.115144208452023,7.905000000000001
554.12130635165,-2.2314274369920586,-1.8941739915590146,7.947500000000001
552.799377891175,-2.130030226816928,-1.9988071624518131,7.990000000000001
551.4774494307001,-2.035105181418372,-1.9669857414495258,8.0325
550.155520970225,-2.341777960028953,-1.96099898577753,8.075000000000001
548.8335925097499,-2.281856351913021,-2.0899027965680212,8.117500000000001
547.5116640492749,-2.188495403727935,-1.8500015558401566,8.16
546.1897355888,-2.210824320230126,-1.9715162219469111,8.2025
544.867807128325,-2.1147127343501224,-1.999400423109859,8.245000000000001
543.54587866785,-1.980469400411116,-1.8740024844805785,8.287500000000001
542.223950207375,-2.086289174029876,-1.7010342821608038,8.330000000000002
540.9020217469,-1.9816020008353263,-1.8682314839365437,8.3725
539.5800932864249,-2.1156835848552604,-1.9642890048698625,8.415000000000001
538.25816482595,-2.138659738410803,-1.9414207328891464,8.457500000000001
536.936236365475,-2.183047953153069,-1.9177973528956505,8.500000000000002
535.614307905,-2.4162617826017327,-2.190922465056277,8.5425
534.2923794445251,-2.404288255088368,-2.3577426747684886,8.585
532.97045098405,-2.8709328929303815,-2.4717069066127455,8.627500000000001
531.6485225235749,-2.7263871936657966,-2.6349135425535626,8.670000000000002
530.3265940631,-2.461405168920646,-2.474133960243885,8.7125
529.004665602625,-3.0289086059200883,-2.8232004142625065,8.755
527.68273714215,-3.1409858328828,-2.8640831020285336,8.797500000000001
526.3608086816749,-2.8479566460503953,-2.8225531396356893,8.840000000000002
525.0388802212001,-2.7946148040176015,-2.449863141378959,8.8825
523.716951760725,-2.5090835492289476,-2.4526137928199474,8.925
522.3950233002499,-2.655193155048753,-2.431633192026832,8.967500000000001
521.073094839775,-3.147134243584869,-2.817591198432192,9.010000000000002
519.7511663793,-3.1080853633042196,-2.7541637787660576,9.0525
518.429237918825,-3.0631033168621893,-2.554065250477747,9.095
517.10730945835,-2.596565949668283,-2.4425280642541747,9.137500000000001
515.785380997875,-2.4988359214165907,-2.3880539219766135,9.180000000000001
514.4634525373999,-2.7655439491051266,-2.5027731707965835,9.222500000000002
513.141524076925,-2.940131393290953,-2.6386350832599574,9.265
511.81959561645,-2.9629998995613978,-2.682646076379037,9.307500000000001
510.49766715597497,-2.8355515310362414,-2.752707364905234,9.350000000000001
509.17573869549994,-2.7933204822612177,-2.6375024296184146,9.392500000000002
507.853810235025,-2.8186700402301885,-2.5244549576059843,9.435
506.53188177454996,-2.9742725051680474,-2.6955364373013997,9.477500000000001
505.209953314075,-3.0464375873467286,-2.7723936746157416,9.520000000000001
503.8880248536,-3.0199015655041195,-2.8761645164944665,9.562500000000002
502.566096393125,-3.2896313520255895,-3.0731893135900727,9.605
501.24416793265,-3.520905883069885,-3.353652585934196,9.6475
499.92223947217497,-3.8215959310352203,-3.5466331374431572,9.690000000000001
498.60031101169994,-4.066733896543333,-3.4936143366392236,9.732500000000002
497.278382551225,-4.360145110088207,-3.6394556492520116,9.775
495.95645409075,-4.2152186231049456,-4.201680667802122,9.8175
494.634525630275,-4.165705571121673,-3.572251992515408,9.860000000000001
493.3125971698,-3.631689213758186,-3.763021744257049,9.902500000000002
491.990668709325,-4.089872018634444,-3.7064979724677194,9.945
490.66874024885,-4.20928622074702,-3.8842690843821166,9.9875
489.34681178837496,-3.8377226916637994,-3.544691273607281,10.030000000000001
488.02488332789994,-3.355216673130801,-3.3801885752744663,10.072500000000002
486.702954867425,-3.7186869422545747,-3.0618089410254012,10.115000000000002
485.38102640695,-3.787238756832245,-3.132302069661175,10.1575
484.059097946475,-3.408504631504794,-3.1967547605559736,10.200000000000001
482.73716948599997,-3.541994469767429,-3.19314122035477,10.242500000000001
481.41524102552495,-3.425224292131441,-3.215739767955194,10.285000000000002
480.09331256505,-3.8763943143212707,-3.5125997570166407,10.3275
478.77138410457496,-3.9460254488015685,-3.6322286221193596,10.370000000000001
477.44945564409994,-3.790528953278109,-3.761889402118116,10.412500000000001
476.127527183625,-4.1100978299385025,-3.8827048754644107,10.455000000000002
474.80559872315,-3.9320558511906873,-3.7301750559711326,10.4975
473.483670262675,-4.515049670726987,-4.419096867812546,10.540000000000001
472.16174180219997,-5.144001431227895,-4.683060179117536,10.582500000000001
470.83981334172495,-5.1336456372643875,-5.26816376605276,10.625000000000002
469.51788488125,-5.290709367183005,-5.122696625921411,10.6675
468.19595642077496,-5.290709367183005,-5.290709367183005,10.71
466.8740279603,-5.290709367183005,-5.290709367183005,10.752500000000001
465.552099499825,-5.290709367183005,-5.290709367183005,10.795000000000002
464.23017103935,-5.290709367183005,-5.227819089749169,10.8375
462.908242578875,-5.290709367183005,-5.290709367183005,10.88
461.58631411839997,-5.290709367183005,-5.290709367183005,10.922500000000001
460.26438565792495,-5.290709367183005,-5.290709367183005,10.965000000000002
458.9424571974499,-5.290709367183005,-5.290709367183005,11.007500000000002
457.620528736975,-5.290709367183005,-5.290709367183005,11.05
456.2986002765,-5.290709367183005,-5.290709367183005,11.092500000000001
454.976671816025,-5.290709367183005,-5.290709367183005,11.135000000000002
453.65474335554995,-5.290709367183005,-5.290709367183005,11.177500000000002
452.332814895075,-5.290709367183005,-5.290709367183005,11.22
451.01088643459997,-5.290709367183005,-5.290709367183005,11.262500000000001
449.68895797412495,-5.290709367183005,-5.290709367183005,11.305000000000001
448.36702951365,-5.290709367183005,-5.267570465133166,11.347500000000002
447.045101053175,-5.290709367183005,-4.998265040916937,11.39
445.7231725927,-5.290709367183005,-5.290709367183005,11.432500000000001
444.401244132225,-5.290709367183005,-5.290709367183005,11.475000000000001
443.07931567174995,-5.290709367183005,-5.290709367183005,11.517500000000002
441.757387211275,-5.2651972461614145,-5.062071788137316,11.56
440.43545875079997,-5.290709367183005,-4.840608389830183,11.602500000000001
439.11353029032495,-5.129492509978758,-5.0999356750835005,11.645000000000001
437.79160182985,-5.263579142502752,-5.265520866911209,11.687500000000002
436.469673369375,-5.290709367183005,-5.090172762178959,11.73
435.1477449089,-5.194701870631611,-5.139794646556773,11.7725
