Longueur d'onde (nm),Absorbance (Fente_1nm)
800,0.06900923170514683
798,0.11607138708611796
796,0.0847067407929541
794,0.10409242659394087
792,0.12372514052874833
790,0.1008729205038636
788,0.06510216389854505
786,0.12346895774906091
784,0.0981153784840022
782,0.09097254414343955
780,0.08042084468122616
778,0.13566313357980306
776,0.12033910109688489
774,0.06912514584515604
772,0.08747111143046159
770,0.09270397624793655
768,0.07763705105695876
766,0.07771336981293202
764,0.08581283117352756
762,0.08658395640311382
760,0.041651037201576945
758,0.059293584167252174
756,0.0746085739029494
754,0.07841696368810058
752,0.0694727588379964
750,0.05253451225473793
748,0.06572635027227547
746,0.1156925007738951
744,0.07749871792589084
742,0.06872685210245216
740,0.058184665870114144
738,0.07343049462640838
736,0.051772466084329075
734,0.07105037435384513
732,0.031327509744525944
730,0.09772192082247694
728,0.12251117475025744
726,0.05615599365539221
724,0.06550867417816589
722,0.04399446157998171
720,0.06862512874170733
718,0.07326409673684957
716,0.049318560263723624
714,0.08043091092932123
712,0.07777337884716852
710,0.08590297703925717
708,0.07914198035421542
706,0.06383307927979785
704,0.020593715308629516
702,0.05677926347404109
700,0.06611140539272647
698,0.09056630626939448
696,0.08224726634839409
694,0.0774043309861719
692,0.09856743174514315
690,0.0682931545188513
688,0.05654474460189777
686,0.017886183656953464
684,0.04630730216648708
682,0.06515375547388765
680,0.05922421577294722
678,0.06497689964156557
676,0.0939804215345902
674,0.05712950767952214
672,0.08113207148696742
670,0.04649013955030694
668,0.09762795834345475
666,0.06625421923826946
664,0.062462914749396886
662,0.07999913812528162
660,0.031192699810547276
658,0.051291609181826466
656,0.027766899349459834
654,0.07865387894463356
652,0.05361510198121488
650,0.04763207637368646
648,0.07104387003629296
646,0.07806848827565571
644,0.0580180250610897
642,0.0654762684430511
640,0.05426669057407133
638,0.011076987563903507
636,0.07027988653632455
634,0.030198709596284526
632,0.04416004357084591
630,0.06728448793221314
628,0.06757870376692042
626,0.0465610573403833
624,0.09135520563353748
622,0.04673839619011006
620,0.07559190775024247
618,0.02373949944270109
616,0.0646676738070914
614,0.06578778046600965
612,0.06031366114462671
610,0.08110383857847975
608,0.044220349111087125
606,0.05341119289987851
604,0.06901578720020858
602,0.0763112300960539
600,0.04000886653749149
598,0.05531870935091979
596,-0.005840533423458778
594,0.059146486505000866
592,0.05534530661624388
590,0.09295950402461718
588,0.007522055052821546
586,0.0297415389769137
584,0.019891564599512846
582,0.05381615169253099
580,0.06529014087747904
578,0.05628566444306647
576,0.05456781313291342
574,0.03349659084684098
572,0.03348827380899382
570,0.0634601916026158
568,0.07152584966954023
566,0.03644277131636894
564,0.03596325856366707
562,0.03768550249186526
560,0.04556783949283815
558,0.035788006584409386
556,0.024262556260694717
554,0.004996154117745001
552,0.018326804808166383
550,-0.016259227807259094
548,0.02522564143847187
546,0.07758533786957872
544,0.019655736047308203
542,0.062334137269117386
540,0.03741307128224593
538,-0.00557474082719323
536,0.08190867838571574
534,0.05605094987966136
532,0.10414187764261823
530,0.04284562670385769
528,0.018774600954282336
526,-0.028156995426914366
524,0.0479780946014941
522,0.05863184824201838
520,0.015967380726636275
518,0.04988289955030671
516,0.06971166229676838
514,0.08530190262196267
512,0.04774971589050964
510,-0.008661810660349418
508,0.0005286567753297153
506,0.06651720773503704
504,0.03459057849465141
502,0.049959563136304216
500,0.002840627346970187
498,0.10214631368552037
496,0.039423882323697444
494,0.011622386872022678
492,0.0349770340342108
490,0.01267211576873958
488,0.0135416173145897
486,0.05296713693955133
484,0.03989656636547952
482.00000000000006,0.05062119043430009
480,0.06418929275156492
478,-0.002448517911387002
476,-0.003151120614922854
474.00000000000006,-0.004545432945969453
472,0.040092823959842504
470,0.03664230668519523
468,0.0342793776503719
466.00000000000006,0.008222464429306726
464,0.05078511565659876
462,0.021968109993855522
460,-0.003228770867480424
458.00000000000006,-0.0094829115381475
456,0.06712540687380003
454,0.017669282123437526
452,0.033239775663639545
450.00000000000006,0.039443081233917134
448,-0.02351155050070772
446,-0.022482312668923723
444,0.03042266676755645
442.00000000000006,0.06834117835360634
440,0.022603142294579843
