Longueur d'onde (nm),Absorbace,Absorbance pics,Longueur d'onde pics (nm)
800.0,-0.4361112675031712,-0.19136075044650547,720.6842923715
797.35614307905,-0.4328635966315969,0.6301847326734585,498.6003110117
794.7122861581,-0.550547189687348,-0.13679122811740854,292.3794711776
792.06842923715,-0.4004037605334664,,
789.4245723162,-0.34726952833468355,,
786.78071539525,-0.2852019391381204,,
784.1368584743,-0.38159085186337666,,
781.49300155335,-0.4043239808128282,,
778.8491446324,-0.2318691367347803,,
776.20528771145,-0.21005147601406643,,
773.5614307905,-0.40895862979726305,,
770.91757386955,-0.36604296622661286,,
768.2737169486,-0.4462706360114921,,
765.62986002765,-0.36178149367315504,,
762.9860031067,-0.38991939287617033,,
760.34214618575,-0.3520729810318558,,
757.6982892648,-0.3629862176241389,,
755.05443234385,-0.2485645241417197,,
752.4105754229,-0.4132341713283801,,
749.76671850195,-0.39663797941120255,,
747.122861581,-0.4457665786406056,,
744.47900466005,-0.4044647870380844,,
741.8351477391,-0.4899159711730889,,
739.19129081815,-0.40461213704425963,,
736.5474338972,-0.4241469982447767,,
733.90357697625,-0.408775265199896,,
731.2597200553,-0.3031391251454131,,
728.61586313435,-0.2676673708259127,,
725.9720062133999,-0.4043848065536323,,
723.32814929245,-0.39115416047161894,,
720.6842923715,-0.19136075044650547,,
718.04043545055,-0.48134374147340925,,
715.3965785296,-0.29960155996965465,,
712.75272160865,-0.4130333562255802,,
710.1088646877,-0.3918738448577568,,
707.46500776675,-0.3748526206725831,,
704.8211508458,-0.4215801831320395,,
702.17729392485,-0.43463806254378096,,
699.5334370039,-0.3959650787683741,,
696.88958008295,-0.4376366640338493,,
694.245723162,-0.40027702976538526,,
691.60186624105,-0.4168744805585303,,
688.9580093201,-0.4245978649333349,,
686.31415239915,-0.4447917918293988,,
683.6702954781999,-0.46676425707891034,,
681.02643855725,-0.46833289638162684,,
678.3825816363,-0.44040807112911556,,
675.73872471535,-0.45597220019586554,,
673.0948677944,-0.2981655259532946,,
670.4510108734501,-0.4547999878141718,,
667.8071539525,-0.46978118243447425,,
665.16329703155,-0.4380662128353506,,
662.5194401106,-0.47557913691985987,,
659.87558318965,-0.4755791369235448,,
657.2317262687,-0.46979366916956883,,
654.58786934775,-0.5110224642739907,,
651.9440124268,-0.4144266219240517,,
649.30015550585,-0.570835010794883,,
646.6562985849,-0.5219480180311721,,
644.01244166395,-0.5437760270427617,,
641.3685847429999,-0.4698048285668588,,
638.72472782205,-0.4838774127350424,,
636.0808709011,-0.49304657072356595,,
633.43701398015,-0.5344718278482936,,
630.7931570592,-0.5427941442183629,,
628.14930013825,-0.5264066316950653,,
625.5054432173,-0.5401708137399563,,
622.86158629635,-0.500324548960666,,
620.2177293754,-0.5764978295521339,,
617.57387245445,-0.6003041158247321,,
614.9300155335,-0.5386688323584907,,
612.28615861255,-0.5210077818110229,,
609.6423016916,-0.5542542513405767,,
606.9984447706499,-0.5707721946689981,,
604.3545878497,-0.5439966268491134,,
601.71073092875,-0.6265530838994228,,
599.0668740077999,-0.6685434721859257,,
596.42301708685,-0.5547352635574401,,
593.7791601659,-0.527944550674874,,
591.1353032449499,-0.6496752159274571,,
588.491446324,-0.6340059358319429,,
585.8475894030499,-0.6005459636806062,,
583.2037324821,-0.6943485851838443,,
580.55987556115,-0.6098601042449256,,
577.9160186402,-0.6258591846183177,,
575.27216171925,-0.6120688096772497,,
572.6283047983,-0.6337247716185183,,
569.98444787735,-0.615905290981534,,
567.3405909564,-0.5470040712656458,,
564.6967340354499,-0.49808212349501835,,
562.0528771145,-0.5293307872053994,,
559.40902019355,-0.5127926450269445,,
556.7651632725999,-0.466576744147693,,
554.12130635165,-0.46111234522046846,,
551.4774494307001,-0.41335008426315406,,
548.8335925097499,-0.38753097725652913,,
546.1897355888,-0.2749513846113585,,
543.54587866785,-0.2531193520124463,,
540.9020217469,-0.17016128514485288,,
538.25816482595,-0.047224095063947195,,
535.614307905,0.005188182751511994,,
532.97045098405,0.19562431600741217,,
530.3265940631,0.2829566690836835,,
527.68273714215,0.45507542809019436,,
525.0388802212001,0.4117566841383691,,
522.3950233002499,0.4370633014601101,,
519.7511663793,0.4361830596998282,,
517.10730945835,0.2649568121833841,,
514.4634525373999,0.4497211858853739,,
511.81959561645,0.47688280408146605,,
509.1757386955,0.5126928714685091,,
506.53188177455,0.4289055316569482,,
503.8880248536,0.5300936353343815,,
501.24416793265,0.5539396185420992,,
498.6003110117,0.6301847326734585,,
495.95645409075,0.5972158723829847,,
493.3125971698,0.5623779721680805,,
490.66874024885,0.5548829417554111,,
488.0248833279,0.45202699917978645,,
485.38102640695,0.41717308656883473,,
482.737169486,0.3363295236107204,,
480.09331256505,0.2380389868718384,,
477.4494556441,0.36532070115194354,,
474.80559872315,0.25758959604285914,,
472.1617418022,0.2697717867480788,,
469.51788488125,0.26846469283742597,,
466.8740279603,0.33160063004377244,,
464.23017103935,0.22296610712504522,,
461.5863141184,0.17080214745198782,,
458.9424571974499,0.04468777648783294,,
456.2986002765,0.050372310889589676,,
453.65474335555,0.09513573690493907,,
451.0108864346,-0.09432831750528865,,
448.36702951365,-0.12905855293173435,,
445.7231725927,-0.22649809954489236,,
443.07931567175,-0.31733088082962546,,
440.4354587508,-0.2383185456239868,,
437.79160182985,-0.2139793960453279,,
435.1477449089,-0.30337473409341265,,
432.50388798795,-0.3682727848027647,,
429.860031067,-0.4397983380653462,,
427.21617414605,-0.5068332216009183,,
424.5723172251,-0.43097443342321,,
421.92846030415,-0.45142241523244264,,
419.2846033832,-0.3997242637542298,,
416.64074646225,-0.6200296928993508,,
413.9968895413,-0.6599542412188617,,
411.35303262035,-0.6044385917258457,,
408.7091756994,-0.6044803176420426,,
406.06531877845,-0.6390184043583775,,
403.42146185749993,-0.6992431604626682,,
400.77760493655,-0.6408860538705435,,
398.1337480156,-0.7176650596816783,,
395.48989109465,-0.6837623322647757,,
392.84603417369993,-0.6746289876782817,,
