Longueur d'onde (nm),Absorbance,Tension reference (Volt),Tension echantillon (Volt),pas de vis (mm)
886.13,0.06047600427410668,-0.9234026766148884,-0.8033691025288693,0.031230480949406617
885.13,0.045274919758333775,-0.8006656431149345,-0.7214002249362842,0.062460961898813235
884.13,0.09652712536499722,-0.7688729657160748,-0.6156409017196336,0.09369144284821986
883.13,0.0384551749896215,-0.6852820113351855,-0.6272117081789944,0.12492192379762647
882.13,0.014442821085240445,-0.5950946125899516,-0.5756297052467313,0.1561524047470331
881.13,0.055008648628516156,-0.6008259456322809,-0.5293464806550078,0.1873828856964397
880.13,0.041445460241190765,-0.6154246259153026,-0.5594089496368421,0.21861336664584632
879.13,0.07403341045475358,-0.6023398833785669,-0.5079350824810122,0.24984384759525294
878.13,0.06933185200698117,-0.5459997904115803,-0.4654366992207986,0.2810743285446596
877.13,0.06590014107591406,-0.5384301046885888,-0.4626251011719715,0.3123048094940662
876.13,0.045733728243202126,-0.45765073560680086,-0.41190819888698177,0.3435352904434728
875.13,0.12269022640178995,-0.4727901090379493,-0.35643320517391586,0.3747657713928794
874.13,0.10100491916508403,-0.4606786103990553,-0.3650842764065347,0.40599625234228603
873.13,0.13798845579442626,-0.4528926468243049,-0.3296148835286992,0.43722673329169265
872.13,0.047396751723080055,-0.4047710648676918,-0.36292150868813083,0.46845721424109926
871.13,0.079620420326918,-0.4047710652404275,-0.33696829416392143,0.4996876951905059
870.13,0.1379969210033411,-0.42704757302071034,-0.31079880266842014,0.5309181761399125
869.13,0.07060758669522813,-0.3906049365539217,-0.3319939281926497,0.5621486570893192
868.13,0.108929540433063,-0.4109349534383408,-0.31977428957506965,0.5933791380387258
867.13,0.09370845991380625,-0.4095291543944881,-0.3300474371194431,0.6246096189881324
866.13,0.09277901596663342,-0.41039426124698064,-0.3314532358453558,0.655840099937539
865.13,0.11238782324400493,-0.4377532729909195,-0.3379415398674774,0.6870705808869456
864.13,0.08889444787372522,-0.43115683163532476,-0.3513507006832722,0.7183010618363522
863.13,0.1345267106402909,-0.4802516572258715,-0.3523239461241859,0.7495315427857588
862.13,0.1740640955661093,-0.5210198259790227,-0.3489716556689175,0.7807620237351655
861.13,0.13605326647639804,-0.513450139220723,-0.3753574235697199,0.8119925046845721
860.13,0.1828441476579678,-0.5148559385252928,-0.3379415399426689,0.8432229856339787
859.13,0.1698274314135424,-0.5102059884730283,-0.345078673852238,0.8744534665833853
858.13,0.18319889651681523,-0.45938094936310975,-0.30128262349630447,0.9056839475327919
857.13,0.19558360732722885,-0.4557042445030272,-0.2904687838260849,0.9369144284821985
856.13,0.22174883097814777,-0.49625613752067377,-0.297822194930638,0.9681449094316051
855.13,0.19596671405852273,-0.45678562863088706,-0.2909013372313633,0.9993753903810118
854.13,0.2875615806976692,-0.5667623590244577,-0.29230713654388235,1.0306058713304185
853.13,0.2627646297509574,-0.5155047685693304,-0.2814932966586111,1.061836352279825
852.13,0.296885423878914,-0.4858748531059794,-0.24526693192029195,1.0930668332292317
851.13,0.3520463932786707,-0.4672750509705459,-0.2077429049582488,1.1242973141786383
850.13,0.37966032873057626,-0.487064375402198,-0.20320109179453802,1.155527795128045
849.13,0.38495430865621943,-0.4368881655165547,-0.1800594718700738,1.1867582760774515
848.13,0.46549210244000766,-0.4469450355066244,-0.15302486859115513,1.2179887570268582
847.13,0.4783326548119656,-0.45938094962541137,-0.15270045333060991,1.2492192379762648
846.13,0.511046758588668,-0.47322266263604984,-0.14588773318226003,1.2804497189256714
845.13,0.5633969882607167,-0.4590565340115766,-0.12544957232134737,1.311680199875078
844.13,0.5959545761122678,-0.4525682314911472,-0.11474386879590755,1.3429106808244846
843.13,0.6554640440451878,-0.4539740302305169,-0.10036145883950372,1.3741411617738912
842.13,0.7042777037316963,-0.45105429409281267,-0.08911506290233277,1.4053716427232978
841.13,0.7700037634199376,-0.4706273410614599,-0.07992329687736287,1.4366021236727045
840.13,0.8716461498740663,-0.5279406823596443,-0.07094780758718172,1.467832604622111
839.13,0.9177457824284034,-0.5423230862369115,-0.06554088629438182,1.4990630855715177
838.13,0.9819938196278907,-0.5613554397177642,-0.05851188855722834,1.5302935665209243
837.13,1.061505419557426,-0.6766309417519837,-0.05872816540880643,1.561524047470331
836.13,1.1025872610847902,-0.6081793554329377,-0.04802246104295943,1.5927545284197375
835.13,1.2457743832678188,-0.6133699972227981,-0.03482957262823642,1.6239850093691441
834.13,1.3257460029351615,-0.5794145483808877,-0.027368020889463857,1.6552154903185508
833.13,1.401024713810949,-0.6264547393453695,-0.024880836958753764,1.6864459712679574
832.13,1.4854716637766396,-0.7642230160077149,-0.024988975391410432,1.717676452217364
831.13,1.5416044118597798,-0.7191293192628847,-0.020663438103993955,1.7489069331667706
830.13,1.602115586517431,-0.6362953310995835,-0.015905347061463376,1.7801374141161772
