Longueur d'onde (nm),Absorbance,Tension reference (Volt),Tension echantillon (Volt),pas de vis (mm)
424.0,0.25641829383977743,-1.3105379656657945,-0.7261583120618468,14.43254216114928
423.00000000000006,0.24405627579838385,-1.336166754456593,-0.7617358332171374,14.463772642098686
422.0,0.2784133410926085,-1.2523595347825671,-0.659653218157536,14.495003123048093
421.0,0.2665878094483382,-1.1190249521554805,-0.6056921723995711,14.5262336039975
419.99999999999994,0.25052539018396175,-0.986555474261504,-0.554110169250576,14.557464084946908
419.0,0.24167593410704388,-0.8972331953068126,-0.5143152465219477,14.588694565896313
418.0,0.2685771144378253,-0.9130213947068411,-0.49193060200613536,14.61992504684572
417.0,0.25501275437658383,-0.8437047090123553,-0.46900526565262024,14.651155527795126
416.0,0.23954274969970465,-0.7970970763939582,-0.4591646723593317,14.682386008744533
415.0,0.32064017233165937,-0.839919867122195,-0.4014187753683882,14.71361648969394
413.99999999999994,0.2601895805860178,-0.7831472293249607,-0.4301835856944758,14.744846970643348
413.0,0.22648308359565775,-0.7669264748709838,-0.45527169108430315,14.776077451592753
412.0,0.30193911166426374,-0.8747404178773331,-0.4364556120713879,14.807307932542159
411.0,0.2605956655417489,-0.7592486511892572,-0.41666628792377364,14.838538413491566
410.0,0.2556582363682776,-0.6982586143299105,-0.3875770616572773,14.869768894440973
408.99999999999994,0.2640415672298104,-0.6812808914297568,-0.3709237491303882,14.90099937539038
408.0,0.28025975549641274,-0.7816332923072696,-0.4099617077971263,14.932229856339786
407.0,0.29509734634434476,-0.8026121339315385,-0.4068256947670861,14.963460337289193
406.0,0.2975204943248198,-0.7341605517302164,-0.37005864198464383,14.994690818238599
405.0,0.25278737189716755,-0.6268872933410575,-0.3502693166777333,15.025921299188006
403.99999999999994,0.3046860617769333,-0.6309965510266488,-0.31285343207918453,15.057151780137414
402.99999999999994,0.34735571299743917,-0.5888225861071535,-0.2646237060045624,15.08838226108682
402.0,0.34426734026844663,-0.5944457821973416,-0.26905738050176786,15.119612742036226
401.0,0.31210307874460125,-0.56665422067068,-0.27619451473423745,15.150843222985632
400.0,0.32937294256551586,-0.5937969519614263,-0.27814100619348814,15.182073703935039
