Longueur d'onde (nm),Absorbance,Tension reference (Volt),Tension echantillon (Volt),pas de vis (mm)
800.0,0.06900923170514683,-0.21271727168700613,-0.18146527132013998,2.689881324172392
798.0,0.11607138708611796,-0.22731595657233092,-0.1740037208638899,2.752342286071205
796.0,0.0847067407929541,-0.22396366606978757,-0.18427687002324525,2.8148032479700182
794.0,0.10409242659394087,-0.23391239945030265,-0.18406059318290113,2.8772642098688315
792.0,0.12372514052874833,-0.23293915379979183,-0.17519324341255493,2.9397251717676447
790.0,0.1008729205038636,-0.24678086961760445,-0.19563140310441404,3.002186133666458
788.0,0.06510216389854505,-0.2120684412654421,-0.18254665544323945,3.064647095565271
786.0,0.12346895774906091,-0.2241799428087782,-0.168704938658092,3.1271080574640844
784.0,0.0981153784840022,-0.22353111241598933,-0.178329257337516,3.1895690193628976
782.0,0.09097254414343955,-0.226018295773339,-0.18330362422195123,3.252029981261711
780.0,0.08042084468122616,-0.21942185300679132,-0.18233037855318845,3.314490943160524
778.0,0.13566313357980306,-0.24223905663051895,-0.17724787326458288,3.3769519050593373
776.0,0.12033910109688489,-0.23726469001284034,-0.17984319514499394,3.4394128669581505
774.0,0.06912514584515604,-0.2410495341747472,-0.2055801367944076,3.5018738288569637
772.0,0.08747111143046159,-0.24126581092353697,-0.1972534792455424,3.564334790755777
770.0,0.09270397624793655,-0.24191464129562737,-0.1954151262333724,3.62679575265459
768.0,0.07763705105695876,-0.26159583078282594,-0.2187730225524366,3.6892567145534034
766.0,0.07771336981293202,-0.27522126933933716,-0.2301275552083668,3.751717676452217
764.0,0.08581283117352756,-0.29674081096962873,-0.24353671747364003,3.81417863835103
762.0,0.08658395640311382,-0.26862482683103983,-0.22007068341641067,3.8766396002498436
760.0,0.041651037201576945,-0.2530528970103966,-0.22991127844157708,3.9391005621486563
758.0,0.059293584167252174,-0.25251220488562226,-0.22028696014731727,4.00156152404747
756.0,0.0746085739029494,-0.2637585987592543,-0.2221253131157006,4.064022485946283
754.0,0.07841696368810058,-0.28343978777878215,-0.23661585951066977,4.1264834478450965
752.0,0.0694727588379964,-0.2794386669835051,-0.23812979717714103,4.188944409743909
750.0,0.05253451225473793,-0.27619451503341336,-0.2447262398211146,4.251405371642723
748.0,0.06572635027227547,-0.28873856935862735,-0.2481866688637271,4.313866333541536
746.0,0.1156925007738951,-0.3033372532282552,-0.23239846171669265,4.376327295440349
744.0,0.07749871792589084,-0.29576756529566145,-0.2474296998991716,4.438788257339162
742.0,0.06872685210245216,-0.30366166823937185,-0.25921678597138365,4.501249219237976
740.0,0.058184665870114144,-0.310474387303522,-0.27154456380303477,4.563710181136789
738.0,0.07343049462640838,-0.3246405171109705,-0.2741398853684234,4.626171143035602
736.0,0.051772466084329075,-0.32139636548217304,-0.2852781405787889,4.688632104934415
734.0,0.07105037435384513,-0.37546556195541947,-0.31880104398922265,4.751093066833229
732.0,0.031327509744525944,-0.3371845711722572,-0.31371853934853133,4.813554028732042
730.0,0.09772192082247694,-0.3606506024696041,-0.28798160060709693,4.876014990630855
728.0,0.12251117475025744,-0.3735190710277168,-0.28170957345464087,4.938475952529668
726.0,0.05615599365539221,-0.3503774550971011,-0.307879065886323,5.000936914428482
724.0,0.06550867417816589,-0.3699505041168946,-0.31815221360937906,5.063397876327295
722.0,0.04399446157998171,-0.3547029905212395,-0.320531258319829,5.125858838226108
720.0,0.06862512874170733,-0.3921188739531704,-0.33480552646844086,5.188319800124921
718.0,0.07326409673684957,-0.42423597494092186,-0.35837969613695964,5.250780762023735
716.0,0.049318560263723624,-0.4251010819402523,-0.3794666821207153,5.313241723922548
714.0,0.08043091092932123,-0.4208836847605811,-0.349728624707117,5.375702685821361
712.0,0.07777337884716852,-0.4135302747382565,-0.3457275042610528,5.438163647720174
710.0,0.08590297703925717,-0.45191940138941034,-0.37081561114057265,5.5006246096189875
708.0,0.07914198035421542,-0.4985270436082921,-0.4154767656435671,5.563085571517801
706.0,0.06383307927979785,-0.4936608164654616,-0.42618246588174663,5.625546533416614
704.0,0.020593715308629516,-0.4810086260723867,-0.45873211933758645,5.688007495315427
702.0,0.05677926347404109,-0.6026642982087744,-0.5288057893917243,5.75046845721424
700.0,0.06611140539272647,-0.7122084642280687,-0.6116397826973871,5.812929419113054
698.0,0.09056630626939448,-0.6468928910900341,-0.5251290842081295,5.875390381011867
696.0,0.08224726634839409,-0.5684925722328263,-0.47041106465971244,5.93785134291068
694.0,0.0774043309861719,-0.5332394627837153,-0.4461880670437745,6.000312304809493
692.0,0.09856743174514315,-0.5671949124250831,-0.4520275397177434,6.062773266708307
690.0,0.0682931545188513,-0.5759541207088127,-0.49214687896806525,6.12523422860712
688.0,0.05654474460189777,-0.5881737565048327,-0.5163698759233925,6.1876951905059325
686.0,0.017886183656953464,-0.5708716164911934,-0.5478381435011108,6.250156152404746
684.0,0.04630730216648708,-0.6639787534357989,-0.5968248265441194,6.31261711430356
682.0,0.06515375547388765,-0.7583835446330435,-0.6527323626342613,6.375078076202373
680.0,0.05922421577294722,-0.7846611662791888,-0.6846331811813915,6.437539038101185
