Longueur d'onde (nm),Tension échantillon (Volt),Liste_pas_vis
605.1290824065428,-0.007980585903188564,7.064900000000009
607.2021772745583,-0.008045307257417018,7.131550000000009
609.2752721425738,-0.00795631539441463,7.198200000000009
611.3483670105893,-0.008401274706946613,7.264850000000009
613.4214618786048,-0.008401274707104871,7.331500000000009
615.4945567466202,-0.007899684209395639,7.398150000000009
617.5676516146358,-0.007851143193662032,7.464800000000009
619.6407464826513,-0.008554987924329531,7.531450000000009
621.7138413506668,-0.0082313811519622,7.598100000000009
623.7869362186823,-0.008077667934676815,7.6647500000000095
625.8600310866977,-0.008546897754863026,7.73140000000001
627.9331259547133,-0.007915864548457323,7.79805000000001
630.0062208227288,-0.008239471320683572,7.86470000000001
632.0793156907444,-0.00840127470658623,7.93135000000001
634.1524105587598,-0.00865206995660306,7.99800000000001
