Longueur d'onde (nm),Tension échantillon (Volt),Liste_pas_vis
385.38102639690163,-0.04864986511542957,0
387.45412126491715,-0.05826098520926194,0.06665
389.5272161329326,-0.08345376867300769,0.1333
391.60031100094807,-0.08988545208117224,0.19995000000000002
393.6734058689636,-0.10110651460423206,0.2666
395.74650073697904,-0.10335558118018529,0.33325
397.8195956049945,-0.11429348751076833,0.3999
399.89269047300996,-0.10483608183171471,0.46654999999999996
401.9657853410255,-0.07647195375146452,0.5332
404.03888020904094,-0.0700079094748378,0.59985
406.1119750770564,-0.06411017687858869,0.6665
408.18506994507186,-0.06565539900708374,0.73315
410.2581648130874,-0.06511335773835544,0.7998
412.33125968110284,-0.07321161603703438,0.8664499999999999
414.4043545491183,-0.07926306170066946,0.9330999999999999
416.4774494171338,-0.06870539240685143,0.9997499999999999
418.5505442851493,-0.07057422124383193,1.0664
420.62363915316473,-0.07547686308732357,1.1330500000000001
422.6967340211802,-0.08128560368196719,1.1997000000000002
424.7698288891957,-0.0836398425338672,1.2663500000000003
426.84292375721117,-0.08736131973358821,1.3330000000000004
428.9160186252266,-0.10168091649969524,1.3996500000000005
430.9891134932421,-0.10425358977243124,1.4663000000000006
433.0622083612576,-0.10071009639750386,1.5329500000000007
435.13530322927306,-0.10722268123168706,1.5996000000000008
437.2083980972885,-0.11600860298762006,1.666250000000001
439.28149296530404,-0.1347211595523772,1.732900000000001
441.3545878333195,-0.14452644182207675,1.799550000000001
443.42768270133496,-0.14443744998510666,1.8662000000000012
445.5007775693504,-0.15983303718874228,1.9328500000000013
447.57387243736594,-0.16115982450887936,1.9995000000000014
449.6469673053814,-0.17306045935531006,2.0661500000000013
451.72006217339685,-0.19195908762858224,2.1328000000000014
453.79315704141237,-0.22542001353254082,2.1994500000000015
455.86625190942783,-0.27579747267806765,2.2661000000000016
457.9393467774433,-0.2833617768888004,2.3327500000000017
460.01244164545875,-0.28689717894653277,2.3994000000000018
462.08553651347427,-0.2549086664327518,2.466050000000002
464.1586313814897,-0.23191641646864566,2.532700000000002
466.2317262495052,-0.22667398919039788,2.599350000000002
468.30482111752065,-0.23051681782562766,2.666000000000002
470.37791598553616,-0.22428739034637904,2.7326500000000022
472.4510108535516,-0.2314229163880245,2.7993000000000023
474.5241057215671,-0.2516402396893878,2.8659500000000024
476.5972005895826,-0.24577486983441985,2.9326000000000025
478.67029545759806,-0.24077514765630328,2.9992500000000026
480.7433903256135,-0.25354142851253514,3.0659000000000027
482.816485193629,-0.2436633366648885,3.132550000000003
484.8895800616445,-0.2229444228554646,3.199200000000003
486.96267492965995,-0.21524258509779332,3.265850000000003
489.0357697976754,-0.19602844115277296,3.332500000000003
491.10886466569093,-0.1935043093454612,3.3991500000000032
493.1819595337064,-0.229942416091328,3.4658000000000033
495.25505440172185,-0.19995217165553425,3.5324500000000034
497.3281492697373,-0.17006709779191456,3.5991000000000035
499.4012441377528,-0.15929908619824928,3.6657500000000036
501.4743390057683,-0.14437272865441866,3.7324000000000037
503.54743387378375,-0.13076506788817935,3.799050000000004
505.6205287417992,-0.12415540137871062,3.865700000000004
507.6936236098147,-0.11963299791970075,3.932350000000004
509.7667184778302,-0.12037729330068651,3.999000000000004
511.83981334584564,-0.12207622841571905,4.065650000000004
513.9129082138611,-0.13114530574245195,4.132300000000004
515.9860030818766,-0.2010281637310441,4.198950000000004
518.059097949892,-0.2048062711908249,4.2656000000000045
520.1321928179075,-0.1893216934884073,4.332250000000005
522.205287685923,-0.1618960296572572,4.398900000000005
524.2783825539385,-0.16328753830016157,4.465550000000005
526.351477421954,-0.12074944099569158,4.532200000000005
528.4245722899694,-0.10712559922454376,4.598850000000005
530.497667157985,-0.1019883428710753,4.665500000000005
532.5707620260005,-0.08812988567761865,4.732150000000005
534.6438568940159,-0.08060602957823845,4.798800000000005
536.7169517620314,-0.07721624920728633,4.865450000000005
538.7900466300468,-0.07079265578372576,4.9321000000000055
540.8631414980623,-0.06886719577064944,4.998750000000006
542.9362363660778,-0.0662136206130233,5.065400000000006
545.0093312340932,-0.06165885590017182,5.132050000000006
547.0824261021087,-0.055777303524410335,5.198700000000006
549.1555209701241,-0.05640833665708685,5.265350000000006
551.2286158381397,-0.05373858108643646,5.332000000000006
553.3017107061552,-0.044798944880036294,5.398650000000006
555.3748055741708,-0.04368250161214975,5.465300000000006
557.4479004421862,-0.047120823261406736,5.531950000000006
559.5209953102017,-0.05398937630647684,5.5986000000000065
561.5940901782172,-0.0436177802627934,5.665250000000007
563.6671850462327,-0.03612628404941516,5.731900000000007
565.7402799142483,-0.03159578951258496,5.798550000000007
567.8133747822637,-0.026240097690344556,5.865200000000007
569.8864696502792,-0.022122201663305398,5.931850000000007
571.9595645182947,-0.023724055132711842,5.998500000000007
574.0326593863102,-0.020277643114814867,6.065150000000007
576.1057542543257,-0.016062664995690378,6.131800000000007
578.1788491223413,-0.014379909803105134,6.198450000000007
580.2519439903567,-0.01192858852397191,6.265100000000007
582.3250388583722,-0.01108721091963488,6.3317500000000075
584.3981337263878,-0.01045617771524011,6.398400000000008
586.4712285944032,-0.00976042315520288,6.465050000000008
588.5443234624188,-0.009347824520052495,6.531700000000008
590.6174183304342,-0.009186021133415578,6.598350000000008
592.6905131984497,-0.008894775037431484,6.665000000000008
594.7636080664653,-0.008393184539648286,6.731650000000008
596.8367029344807,-0.0082152008142802,6.798300000000008
598.9097978024963,-0.008328463183800693,6.864950000000008
600.9828926705118,-0.00781878251636901,6.931600000000008
603.0559875385272,-0.008037217088007855,6.9982500000000085
