Longueur d'onde (nm),Tension échantillon (Volt),pas
545.8786936383003,-0.0003225,4.690000000000009
546.9673406057502,-0.0004004,4.725000000000009
548.0559875732004,-0.0003225,4.76000000000001
549.1446345406503,-0.0003225,4.79500000000001
550.2332815081003,-0.0002445,4.83000000000001
551.3219284755503,-0.0003225,4.86500000000001
552.4105754430003,-0.0003225,4.90000000000001
553.4992224104503,-0.0003225,4.93500000000001
554.5878693779003,-0.0002445,4.97000000000001
555.6765163453504,-0.0002445,5.0050000000000106
556.7651633128003,-0.0003225,5.040000000000011
557.8538102802504,-0.0003225,5.075000000000011
558.9424572477003,-0.0002445,5.110000000000011
560.0311042151503,-0.0001666,5.145000000000011
561.1197511826003,-0.0001666,5.180000000000011
562.2083981500504,-8.86e-05,5.215000000000011
563.2970451175004,-0.0002445,5.2500000000000115
564.3856920849504,-8.86e-05,5.285000000000012
565.4743390524004,-0.0001666,5.320000000000012
566.5629860198503,-0.0002445,5.355000000000012
567.6516329873004,-0.0001666,5.390000000000012
568.7402799547503,-0.0001666,5.425000000000012
569.8289269222004,-0.0001666,5.460000000000012
570.9175738896504,-0.0001666,5.4950000000000125
572.0062208571004,-0.0001666,5.530000000000013
573.0948678245504,-0.0001666,5.565000000000013
574.1835147920004,-0.0001666,5.600000000000013
575.2721617594505,-0.0002445,5.635000000000013
576.3608087269004,-8.86e-05,5.670000000000013
577.4494556943504,-8.86e-05,5.705000000000013
578.5381026618004,-8.86e-05,5.7400000000000135
579.6267496292504,-8.86e-05,5.775000000000014
580.7153965967004,-1.07e-05,5.810000000000014
581.8040435641504,-8.86e-05,5.845000000000014
582.8926905316005,-1.07e-05,5.880000000000014
583.9813374990505,-8.86e-05,5.915000000000014
585.0699844665005,-8.86e-05,5.950000000000014
586.1586314339504,-1.07e-05,5.9850000000000145
587.2472784014004,-8.86e-05,6.020000000000015
588.3359253688504,-8.86e-05,6.055000000000015
589.4245723363005,-8.86e-05,6.090000000000015
590.5132193037505,-8.86e-05,6.125000000000015
591.6018662712005,-1.07e-05,6.160000000000015
592.6905132386505,-8.86e-05,6.195000000000015
593.7791602061004,-8.86e-05,6.2300000000000155
594.8678071735505,-0.0001666,6.265000000000016
595.9564541410004,-8.86e-05,6.300000000000016
597.0451011084505,-8.86e-05,6.335000000000016
598.1337480759005,-0.0001666,6.370000000000016
599.2223950433505,-1.07e-05,6.405000000000016
600.3110420108005,-8.86e-05,6.440000000000016
601.3996889782505,-1.07e-05,6.4750000000000165
602.4883359457006,-0.0001666,6.510000000000017
603.5769829131505,-8.86e-05,6.545000000000017
604.6656298806006,-0.0001666,6.580000000000017
605.7542768480505,-0.0002445,6.615000000000017
606.8429238155005,-0.0001666,6.650000000000017
607.9315707829505,-0.0001666,6.685000000000017
609.0202177504005,-0.0002445,6.7200000000000175
610.1088647178506,-0.0001666,6.755000000000018
611.1975116853006,-0.0001666,6.790000000000018
612.2861586527506,-0.0002445,6.825000000000018
613.3748056202005,-0.0002445,6.860000000000018
614.4634525876506,-0.0001666,6.895000000000018
615.5520995551005,-0.0002445,6.930000000000018
616.6407465225506,-0.0001666,6.9650000000000185
