Longueur d'onde (nm),Tension échantillon (Volt)
400.0,-8.86e-05
401.3461,-8.86e-05
402.6922,-8.86e-05
404.0383,-8.86e-05
405.3844,-8.86e-05
406.7305,-1.07e-05
408.0766,-8.86e-05
409.4227,-1.07e-05
410.7688,-8.86e-05
412.1149,-1.07e-05
413.461,-8.86e-05
414.8071,-8.86e-05
416.1532,-1.07e-05
417.4993,-8.86e-05
418.8454,-8.86e-05
420.1915,-1.07e-05
421.5376,-8.86e-05
422.88370000000003,-8.86e-05
424.2298,-1.07e-05
425.5759,-8.86e-05
426.922,-8.86e-05
428.2681,-1.07e-05
429.61420000000004,-8.86e-05
430.9603,-8.86e-05
432.3064,-8.86e-05
433.65250000000003,-8.86e-05
434.9986,-8.86e-05
436.34470000000005,-8.86e-05
437.6908,-8.86e-05
439.0369,-8.86e-05
440.38300000000004,-8.86e-05
441.7291,-8.86e-05
443.0752,-0.0001666
444.42130000000003,-8.86e-05
445.7674,-8.86e-05
447.1135,-8.86e-05
448.4596,-8.86e-05
449.8057,-8.86e-05
451.1518,-1.07e-05
452.4979,-8.86e-05
453.844,-0.0001666
455.1901,-8.86e-05
456.5362,-8.86e-05
457.8823,-8.86e-05
459.22839999999997,-8.86e-05
460.57449999999994,-1.07e-05
461.9206,-8.86e-05
463.26669999999996,-8.86e-05
464.6128,-1.07e-05
465.95889999999997,-8.86e-05
467.30499999999995,-8.86e-05
468.65109999999993,-8.86e-05
469.99719999999996,-8.86e-05
471.34329999999994,-8.86e-05
472.6894,-8.86e-05
474.03549999999996,-1.07e-05
475.38159999999993,-0.0001666
476.7276999999999,-8.86e-05
478.07379999999995,-1.07e-05
479.4198999999999,-8.86e-05
480.76599999999996,-8.86e-05
482.11209999999994,-0.0001666
483.4582,-8.86e-05
484.80429999999996,-8.86e-05
486.1504,-8.86e-05
487.49649999999997,-8.86e-05
488.8426,-0.0001666
490.1887,-8.86e-05
491.5348,-8.86e-05
492.8809,-0.0001666
494.227,-8.86e-05
495.5731,-8.86e-05
496.91920000000005,-1.07e-05
498.2653,-8.86e-05
499.6114,-8.86e-05
500.95750000000004,-8.86e-05
502.3036000000001,-0.0001666
503.64970000000005,-0.0001666
504.99580000000003,-8.86e-05
506.34190000000007,-8.86e-05
507.68800000000005,-8.86e-05
509.0341000000001,-8.86e-05
510.38020000000006,-1.07e-05
511.7263000000001,-8.86e-05
513.0724000000001,-1.07e-05
514.4185000000001,-0.0001666
515.7646000000001,-0.0001666
517.1107000000001,-0.0001666
518.4568000000002,-0.0001666
519.8029000000001,-0.0001666
521.1490000000001,-8.86e-05
522.4951000000001,-0.0001666
523.8412000000001,-8.86e-05
525.1873000000002,-8.86e-05
526.5334000000001,-8.86e-05
527.8795000000001,-8.86e-05
529.2256000000002,-8.86e-05
530.5717000000002,-8.86e-05
531.9178000000002,-8.86e-05
533.2639000000001,-8.86e-05
534.6100000000001,-0.0001666
535.9561000000002,-1.07e-05
537.3022000000002,-8.86e-05
538.6483000000002,-8.86e-05
539.9944000000002,-8.86e-05
541.3405000000002,-8.86e-05
542.6866000000002,-8.86e-05
544.0327000000002,-8.86e-05
545.3788000000002,-8.86e-05
546.7249000000002,-0.0001666
548.0710000000003,-8.86e-05
549.4171000000002,6.72e-05
550.7632000000002,-8.86e-05
552.1093000000003,-8.86e-05
553.4554000000003,-8.86e-05
554.8015000000003,-8.86e-05
556.1476000000002,-8.86e-05
557.4937000000002,-8.86e-05
558.8398000000003,-8.86e-05
560.1859000000003,-8.86e-05
561.5320000000003,-1.07e-05
562.8781000000004,-8.86e-05
564.2242000000003,-8.86e-05
565.5703000000003,-1.07e-05
566.9164000000003,-8.86e-05
568.2625000000003,-8.86e-05
569.6086000000003,-1.07e-05
570.9547000000003,-8.86e-05
572.3008000000003,-8.86e-05
573.6469000000003,-1.07e-05
574.9930000000004,-8.86e-05
576.3391000000004,-8.86e-05
577.6852000000003,-1.07e-05
579.0313000000003,-8.86e-05
580.3774000000003,-1.07e-05
581.7235000000004,-8.86e-05
583.0696000000004,-8.86e-05
584.4157000000004,-1.07e-05
585.7618000000004,-8.86e-05
587.1079000000004,-1.07e-05
588.4540000000004,-1.07e-05
589.8001000000004,-8.86e-05
591.1462000000004,-8.86e-05
592.4923000000003,-1.07e-05
593.8384000000004,-1.07e-05
595.1845000000004,-8.86e-05
596.5306000000004,-8.86e-05
597.8767000000005,-1.07e-05
599.2228000000005,-1.07e-05
600.5689000000004,-1.07e-05
601.9150000000004,-8.86e-05
603.2611000000004,-1.07e-05
604.6072000000005,-8.86e-05
605.9533000000005,-1.07e-05
607.2994000000004,-8.86e-05
608.6455000000005,-8.86e-05
609.9916000000005,-8.86e-05
611.3377000000005,-8.86e-05
612.6838000000005,-8.86e-05
614.0299000000005,-8.86e-05
615.3760000000005,-0.0001666
616.7221000000005,-0.0001666
618.0682000000005,-0.0001666
619.4143000000005,-0.0002445
620.7604000000006,-0.0002445
622.1065000000006,-0.0002445
623.4526000000005,-0.0002445
624.7987000000005,-0.0002445
626.1448000000005,-0.0003225
627.4909000000006,-0.0003225
628.8370000000006,-0.0003225
630.1831000000005,-0.0004004
631.5292000000006,-0.0004004
632.8753000000006,-0.0004004
634.2214000000006,-0.0005563
635.5675000000006,-0.0005563
636.9136000000005,-0.0005563
638.2597000000006,-0.0005563
639.6058000000006,-0.0006342
640.9519000000006,-0.0006342
642.2980000000007,-0.0005563
643.6441000000007,-0.0005563
644.9902000000006,-0.0004783
646.3363000000006,-0.0005563
647.6824000000006,-0.0004783
649.0285000000006,-0.0004783
650.3746000000007,-0.0005563
651.7207000000006,-0.0004783
653.0668000000006,-0.0005563
654.4129000000007,-0.0005563
655.7590000000007,-0.0004783
657.1051000000007,-0.0004783
658.4512000000007,-0.0004783
659.7973000000006,-0.0004783
661.1434000000006,-0.0004783
662.4895000000007,-0.0004783
663.8356000000007,-0.0004783
665.1817000000008,-0.0004783
666.5278000000008,-0.0004783
667.8739000000007,-0.0004004
