Frequence_(Hz),Transforme_de_fourier
0.0,5.516223148387763
0.00244140625,7.285067224561696
0.0048828125,10.97262420292334
0.00732421875,15.185863923573189
0.009765625,19.513182260055572
0.01220703125,23.80851325547893
0.0146484375,27.99772639943034
0.01708984375,32.03171143297781
0.01953125,35.87231688959339
0.02197265625,39.48734873201189
0.0244140625,42.84859595204864
0.02685546875,45.93102889960752
0.029296875,48.71250609980902
0.03173828125,51.17372039914486
0.0341796875,53.29826331996949
0.03662109375,55.07274762988456
0.0390625,56.48695551135778
0.04150390625,57.533992931578084
0.0439453125,58.21043772958416
0.04638671875,58.516472958516275
0.048828125,58.4559997154697
0.05126953125,58.03672583170933
0.0537109375,57.27022878913034
0.05615234375,56.17199331010283
0.05859375,54.76142638899766
0.06103515625,53.06185519938285
0.0634765625,51.10051637804351
0.06591796875,48.90854861887205
0.068359375,46.52100404881146
0.07080078125,43.976896738615615
0.0732421875,41.3193070456959
0.07568359375,38.59555411556452
0.078125,35.85742714806961
0.08056640625,33.161412565539486
0.0830078125,30.568741645742666
0.08544921875,28.14487671624366
0.087890625,25.957741373034143
0.09033203125,24.073684074225174
0.0927734375,22.55022299033863
0.09521484375,21.425732118760745
0.09765625,20.708714454287268
0.10009765625,20.37172514720974
0.1025390625,20.354253262972044
0.10498046875,20.574057707297914
0.107421875,20.94167966507083
0.10986328125,21.372470531383154
0.1123046875,21.793625698621895
0.11474609375,22.146751187746514
0.1171875,22.387656170335998
0.11962890625,22.48487373148208
0.1220703125,22.417826623971422
0.12451171875,22.175072115809783
0.126953125,21.752778126225287
0.12939453125,21.153450422034876
0.1318359375,20.384881955127128
0.13427734375,19.45928657426275
0.13671875,18.392587337785653
0.13916015625,17.203844572578003
0.1416015625,15.914828035880221
0.14404296875,14.549762820060701
0.146484375,13.13531547535789
0.14892578125,11.700944748940298
0.1513671875,10.279832359114836
0.15380859375,8.910731167168445
0.15625,7.641119376549298
0.15869140625,6.5315028073582
0.1611328125,5.657820568973168
0.16357421875,5.101306398943852
0.166015625,4.911750864746128
0.16845703125,5.063174354355087
0.1708984375,5.460274638186147
0.17333984375,5.992515308764849
0.17578125,6.57279903144385
0.17822265625,7.143801423028828
0.1806640625,7.671023826930691
0.18310546875,8.1352373928108
0.185546875,8.527240158817577
0.18798828125,8.844580571818526
0.1904296875,9.089503889985505
0.19287109375,9.267587512076986
0.1953125,9.386745136860295
0.19775390625,9.456417065377922
0.2001953125,9.48684539378539
0.20263671875,9.48838359448497
0.205078125,9.470826060164928
0.20751953125,9.442772144028362
0.2099609375,9.411062189030694
0.21240234375,9.380336724736786
0.21484375,9.35276971148296
0.21728515625,9.32801017175212
0.2197265625,9.303337112502767
0.22216796875,9.273999308618283
0.224609375,9.233685218077532
0.22705078125,9.175056661516571
0.2294921875,9.090284082957451
0.23193359375,8.97153663288904
0.234375,8.81140005342445
0.23681640625,8.603213556579115
0.2392578125,8.341330525270145
0.24169921875,8.021316628236194
0.244140625,7.640104388531529
0.24658203125,7.196128108463828
0.2490234375,6.689471391792317
0.25146484375,6.12207857830309
0.25390625,5.498127523065524
0.25634765625,4.824777037152417
0.2587890625,4.113811972592681
0.26123046875,3.3855992266739716
0.263671875,2.679433287690984
0.26611328125,2.0808909805794054
0.2685546875,1.7680540217775893
0.27099609375,1.9289890546301303
0.2734375,2.4899369197157326
0.27587890625,3.251020524450704
0.2783203125,4.092983409730486
0.28076171875,4.958704633656866
0.283203125,5.816784870661335
0.28564453125,6.646353145556612
0.2880859375,7.431412702223007
0.29052734375,8.158645654159475
0.29296875,8.816531913294916
0.29541015625,9.395011163462236
0.2978515625,9.885386656403234
0.30029296875,10.280342435999577
0.302734375,10.574014881177606
0.30517578125,10.762089876157736
0.3076171875,10.841911814041143
0.31005859375,10.812599220329757
0.3125,10.675168120659555
0.31494140625,10.432670576807602
0.3173828125,10.09036375376122
0.31982421875,9.6559362791972
0.322265625,9.13983584434189
0.32470703125,8.55576762746983
0.3271484375,7.921467971791653
0.32958984375,7.2598913272024115
0.33203125,6.600927489661113
0.33447265625,5.9835092970156065
0.3369140625,5.457028276161663
0.33935546875,5.0788157471276305
0.341796875,4.902480040020644
0.34423828125,4.956907790939185
0.3466796875,5.23060851433528
0.34912109375,5.6781267620213605
0.3515625,6.2413854375864934
0.35400390625,6.866634954664835
0.3564453125,7.510652920945791
0.35888671875,8.140529284634482
0.361328125,8.731563577013334
0.36376953125,9.265240192910138
0.3662109375,9.727742287314017
0.36865234375,10.108956055012317
0.37109375,10.401821664326084
0.37353515625,10.601908430260632
0.3759765625,10.707130486726012
0.37841796875,10.717550848271921
0.380859375,10.63524398836496
0.38330078125,10.464202372372423
0.3857421875,10.210283436923653
0.38818359375,9.8812022461541
0.390625,9.486582588660804
0.39306640625,9.03808563874997
0.3955078125,8.549638518228248
0.39794921875,8.037778836427515
0.400390625,7.522100175179425
0.40283203125,7.025696441258536
0.4052734375,6.575313517773231
0.40771484375,6.200604831811745
0.41015625,5.931610861996658
0.41259765625,5.793893141658245
0.4150390625,5.802320321111185
0.41748046875,5.956638619224255
0.419921875,6.241907602167398
0.42236328125,6.633532493948274
0.4248046875,7.103564376479465
0.42724609375,7.625319609824337
0.4296875,8.175584541307858
0.43212890625,8.735093997482913
0.4345703125,9.288169731338407
0.43701171875,9.822097651312115
0.439453125,10.326517146477341
0.44189453125,10.792917338637917
0.4443359375,11.21425465283968
0.44677734375,11.584677338963168
0.44921875,11.899336048569703
0.45166015625,12.15426096397136
0.4541015625,12.346289357978876
0.45654296875,12.47303073790788
